Agrupacions censals (a 01-01-2024)
Institut d'Estadística de Catalunya
https://www.idescat.cat/codis/?id=50&n=81
Nivell;Codi;Nom;Tipus AC;Codi comarca;
Agrupació censal;081252002;Montcada i Reixac 2 (Reixac - Vallençana - la Ribera);10;40;
Municipi;081252;Montcada i Reixac;;;
Secció censal;02001; ;;;
Secció censal;02002; ;;;
Agrupació censal;081252003;Montcada i Reixac 3 (Can Sant Joan - Can Cuiàs);10;40;
Municipi;081252;Montcada i Reixac;;;
Secció censal;05001; ;;;
Secció censal;05002; ;;;
Secció censal;05003; ;;;
Secció censal;06001; ;;;
Secció censal;06002; ;;;
Secció censal;06003; ;;;
Agrupació censal;081252004;Montcada i Reixac 4 (Terra Nostra - la Font Pudenta);10;40;
Municipi;081252;Montcada i Reixac;;;
Secció censal;01004; ;;;
Secció censal;04001; ;;;
Secció censal;04002; ;;;
Secció censal;04003; ;;;
Agrupació censal;081252005;Montcada i Reixac 5 (Mas Rampinyo - Can Pomada - Carrerada - Pla d'en Coll);10;40;
Municipi;081252;Montcada i Reixac;;;
Secció censal;03001; ;;;
Secció censal;03002; ;;;
Secció censal;03003; ;;;
Secció censal;03004; ;;;
Secció censal;03005; ;;;
Secció censal;03006; ;;;
Agrupació censal;081568001;Palau-solità i Plegamans 1 (Sud);10;40;
Municipi;081568;Palau-solità i Plegamans;;;
Secció censal;01002; ;;;
Secció censal;01003; ;;;
Secció censal;01005; ;;;
Secció censal;01006; ;;;
Secció censal;01009; ;;;
Agrupació censal;081568002;Palau-solità i Plegamans 2 (Nord);10;40;
Municipi;081568;Palau-solità i Plegamans;;;
Secció censal;01001; ;;;
Secció censal;01004; ;;;
Secció censal;01007; ;;;
Secció censal;01008; ;;;
Agrupació censal;081672000;Polinyà;20;40;
Municipi;081672;Polinyà;;;
Secció censal;01001; ;;;
Secció censal;01002; ;;;
Secció censal;01003; ;;;
Secció censal;01004; ;;;
Secció censal;01005; ;;;
Agrupació censal;081803001;Ripollet 1 (Centre - Maragall);10;40;
Municipi;081803;Ripollet;;;
Secció censal;01004; ;;;
Secció censal;01005; ;;;
Secció censal;01006; ;;;
Agrupació censal;081803002;Ripollet 2 (Can Clos - els Pinetons);10;40;
Municipi;081803;Ripollet;;;
Secció censal;01002; ;;;
Secció censal;01003; ;;;
Secció censal;01011; ;;;
Agrupació censal;081803003;Ripollet 3 (Sant Andreu - Can Vargas);10;40;
Municipi;081803;Ripollet;;;
Secció censal;01009; ;;;
Secció censal;02001; ;;;
Secció censal;02002; ;;;
Agrupació censal;081803004;Ripollet 4 (Can Mas);10;40;
Municipi;081803;Ripollet;;;
Secció censal;02003; ;;;
Secció censal;02004; ;;;
Secció censal;02005; ;;;
Secció censal;02006; ;;;
Secció censal;02007; ;;;
Agrupació censal;081803005;Ripollet 5 (Can Tiana-Pont Vell);10;40;
Municipi;081803;Ripollet;;;
Secció censal;01007; ;;;
Secció censal;01008; ;;;
Agrupació censal;081803006;Ripollet 6 (Sant Lluís);10;40;
Municipi;081803;Ripollet;;;
Secció censal;01001; ;;;
Secció censal;01010; ;;;
Secció censal;01012; ;;;
Secció censal;01013; ;;;
Agrupació censal;081846001;Rubí 1 (Districte 1 Nord-oest);10;40;
Municipi;081846;Rubí;;;
Secció censal;02001; ;;;
Secció censal;02003; ;;;
Secció censal;02004; ;;;
Secció censal;02005; ;;;
Secció censal;02006; ;;;
Agrupació censal;081846002;Rubí 2 (Districte 2 Sud-oest);10;40;
Municipi;081846;Rubí;;;
Secció censal;01001; ;;;
Secció censal;01002; ;;;
Secció censal;01003; ;;;
Secció censal;01004; ;;;
Agrupació censal;081846003;Rubí 3 (Districte 3 Sud);10;40;
Municipi;081846;Rubí;;;
Secció censal;03001; ;;;
Secció censal;03003; ;;;
Secció censal;03004; ;;;
Secció censal;03006; ;;;
Secció censal;03007; ;;;
Secció censal;03008; ;;;
Secció censal;03009; ;;;
Agrupació censal;081846004;Rubí 4 (Districte 4 Centre);10;40;
Municipi;081846;Rubí;;;
Secció censal;04001; ;;;
Secció censal;04002; ;;;
Secció censal;04003; ;;;
Secció censal;04005; ;;;
Secció censal;04006; ;;;
Secció censal;04007; ;;;
Secció censal;04008; ;;;
Agrupació censal;081846005;Rubí 5 (Districte 5 Nord Central);10;40;
Municipi;081846;Rubí;;;
Secció censal;04004; ;;;
Secció censal;04009; ;;;
Secció censal;04010; ;;;
Secció censal;04014; ;;;
Secció censal;04019; ;;;
Secció censal;04023; ;;;
Secció censal;04025; ;;;
Agrupació censal;081846006;Rubí 6 (Districte 6 Est);10;40;
Municipi;081846;Rubí;;;
Secció censal;03005; ;;;
Secció censal;04011; ;;;
Secció censal;04012; ;;;
Secció censal;04013; ;;;
Secció censal;04018; ;;;
Secció censal;04022; ;;;
Secció censal;04024; ;;;
Agrupació censal;081846007;Rubí 7 (Districte 5 Nord-est);10;40;
Municipi;081846;Rubí;;;
Secció censal;04015; ;;;
Secció censal;04016; ;;;
Secció censal;04020; ;;;
Secció censal;04021; ;;;
Secció censal;04026; ;;;
Agrupació censal;081878001;Sabadell 1 (Centre, Ajuntament-Maristes);10;40;
Municipi;081878;Sabadell;;;
Secció censal;01001; ;;;
Secció censal;01009; ;;;
Secció censal;01010; ;;;
Secció censal;01011; ;;;
Secció censal;01016; ;;;
Secció censal;01037; ;;;
Agrupació censal;081878002;Sabadell 2 (Centre, Escola Pia-Hostafrancs);10;40;
Municipi;081878;Sabadell;;;
Secció censal;01002; ;;;
Secció censal;01012; ;;;
Secció censal;01013; ;;;
Secció censal;01014; ;;;
Secció censal;01015; ;;;
Secció censal;01030; ;;;
Secció censal;01031; ;;;
Secció censal;01032; ;;;
Agrupació censal;081878003;Sabadell 3 (Centre, Museu d'Art-Imperial);10;40;
Municipi;081878;Sabadell;;;
Secció censal;01003; ;;;
Secció censal;01004; ;;;
Secció censal;01005; ;;;
Secció censal;01006; ;;;
Secció censal;01007; ;;;
Secció censal;01008; ;;;
Secció censal;01036; ;;;
Agrupació censal;081878004;Sabadell 4 (Covadonga);10;40;
Municipi;081878;Sabadell;;;
Secció censal;01027; ;;;
Secció censal;01028; ;;;
Secció censal;01029; ;;;
Secció censal;01033; ;;;
Secció censal;01034; ;;;
Secció censal;01038; ;;;
Agrupació censal;081878005;Sabadell 5 (Avinguda - Eixample);10;40;
Municipi;081878;Sabadell;;;
Secció censal;01017; ;;;
Secció censal;01018; ;;;
Secció censal;01019; ;;;
Secció censal;01022; ;;;
Secció censal;01024; ;;;
Agrupació censal;081878006;Sabadell 6 (Sol i Padrís - Nostra Llar);10;40;
Municipi;081878;Sabadell;;;
Secció censal;01020; ;;;
Secció censal;01021; ;;;
Secció censal;01023; ;;;
Secció censal;01025; ;;;
Secció censal;01026; ;;;
Secció censal;01035; ;;;
Agrupació censal;081878007;Sabadell 7 (Can Puiggener);10;40;
Municipi;081878;Sabadell;;;
Secció censal;02011; ;;;
Secció censal;02012; ;;;
Secció censal;02013; ;;;
Secció censal;02014; ;;;
Agrupació censal;081878008;Sabadell 8 (la Creu Alta Oest - Eix Macià);10;40;
Municipi;081878;Sabadell;;;
Secció censal;02001; ;;;
Secció censal;02003; ;;;
Secció censal;02007; ;;;
Secció censal;02009; ;;;
Secció censal;02015; ;;;
Secció censal;02016; ;;;
Secció censal;02017; ;;;
Agrupació censal;081878009;Sabadell 9 (la Creu Alta Est - Taulí);10;40;
Municipi;081878;Sabadell;;;
Secció censal;02002; ;;;
Secció censal;02004; ;;;
Secció censal;02005; ;;;
Secció censal;02006; ;;;
Secció censal;02008; ;;;
Secció censal;02010; ;;;
Agrupació censal;081878010;Sabadell 10 (Ca n'Oriac - Torreguitart - Torrent del Capellà);10;40;
Municipi;081878;Sabadell;;;
Secció censal;03001; ;;;
Secció censal;03002; ;;;
Secció censal;03003; ;;;
Secció censal;03004; ;;;
Secció censal;03005; ;;;
Secció censal;03006; ;;;
Secció censal;03007; ;;;
Secció censal;03008; ;;;
Secció censal;03009; ;;;
Secció censal;03010; ;;;
Secció censal;03011; ;;;
Secció censal;03012; ;;;
Secció censal;03013; ;;;
Secció censal;03016; ;;;
Secció censal;03024; ;;;
Agrupació censal;081878011;Sabadell 11 (Can Deu - la Plana del Pintor);10;40;
Municipi;081878;Sabadell;;;
Secció censal;03014; ;;;
Secció censal;03015; ;;;
Secció censal;03021; ;;;
Secció censal;03022; ;;;
Secció censal;03023; ;;;
Agrupació censal;081878012;Sabadell 12 (la Roureda - Sant Julià);10;40;
Municipi;081878;Sabadell;;;
Secció censal;03017; ;;;
Secció censal;03018; ;;;
Secció censal;03019; ;;;
Secció censal;03020; ;;;
Secció censal;03025; ;;;
Secció censal;03026; ;;;
Secció censal;03027; ;;;
Agrupació censal;081878013;Sabadell 13 (Can Llong - Castellarnau);10;40;
Municipi;081878;Sabadell;;;
Secció censal;04023; ;;;
Secció censal;04024; ;;;
Secció censal;04025; ;;;
Secció censal;04026; ;;;
Secció censal;04027; ;;;
Secció censal;04028; ;;;
Secció censal;04029; ;;;
Secció censal;04030; ;;;
Agrupació censal;081878014;Sabadell 14 (Can Rull Nord - Via Alexandra);10;40;
Municipi;081878;Sabadell;;;
Secció censal;04010; ;;;
Secció censal;04011; ;;;
Secció censal;04012; ;;;
Secció censal;04013; ;;;
Secció censal;04014; ;;;
Secció censal;04021; ;;;
Secció censal;04022; ;;;
Agrupació censal;081878015;Sabadell 15 (Can Rull Sud - Cifuentes);10;40;
Municipi;081878;Sabadell;;;
Secció censal;04015; ;;;
Secció censal;04016; ;;;
Secció censal;04017; ;;;
Secció censal;04018; ;;;
Secció censal;04019; ;;;
Secció censal;04020; ;;;
Agrupació censal;081878016;Sabadell 16 (la Concòrdia);10;40;
Municipi;081878;Sabadell;;;
Secció censal;04001; ;;;
Secció censal;04002; ;;;
Secció censal;04003; ;;;
Secció censal;04004; ;;;
Secció censal;04005; ;;;
Secció censal;04006; ;;;
Secció censal;04007; ;;;
Secció censal;04008; ;;;
Secció censal;04009; ;;;
Agrupació censal;081878017;Sabadell 17 (Can Feu - els Merinals - la Serra d'en Camaró);10;40;
Municipi;081878;Sabadell;;;
Secció censal;05006; ;;;
Secció censal;05007; ;;;
Secció censal;05008; ;;;
Secció censal;05009; ;;;
Secció censal;05011; ;;;
Secció censal;05012; ;;;
Secció censal;05013; ;;;
Secció censal;05016; ;;;
Agrupació censal;081878018;Sabadell 18 (Gràcia);10;40;
Municipi;081878;Sabadell;;;
Secció censal;05001; ;;;
Secció censal;05002; ;;;
Secció censal;05003; ;;;
Secció censal;05004; ;;;
Secció censal;05005; ;;;
Secció censal;05014; ;;;
Secció censal;05015; ;;;
Agrupació censal;081878019;Sabadell 19 (la Creu de Barberà Oest);10;40;
Municipi;081878;Sabadell;;;
Secció censal;06001; ;;;
Secció censal;06002; ;;;
Secció censal;06003; ;;;
Secció censal;06004; ;;;
Secció censal;06005; ;;;
Secció censal;06006; ;;;
Secció censal;06014; ;;;
Agrupació censal;081878020;Sabadell 20 (la Creu de Barberà Est - les Termes);10;40;
Municipi;081878;Sabadell;;;
Secció censal;06016; ;;;
Secció censal;06017; ;;;
Secció censal;06018; ;;;
Secció censal;06020; ;;;
Secció censal;06021; ;;;
Secció censal;06022; ;;;
Secció censal;06023; ;;;
Secció censal;06025; ;;;
Agrupació censal;081878021;Sabadell 21 (Campoamor - Espronceda);10;40;
Municipi;081878;Sabadell;;;
Secció censal;06007; ;;;
Secció censal;06008; ;;;
Secció censal;06009; ;;;
Secció censal;06010; ;;;
Secció censal;06011; ;;;
Secció censal;06012; ;;;
Secció censal;06013; ;;;
Secció censal;06024; ;;;
Agrupació censal;081878022;Sabadell 22 (Torre-romeu - Can Roqueta - el Poblenou);10;40;
Municipi;081878;Sabadell;;;
Secció censal;07001; ;;;
Secció censal;07002; ;;;
Secció censal;07003; ;;;
Secció censal;07004; ;;;
Secció censal;07005; ;;;
Secció censal;07006; ;;;
Secció censal;07007; ;;;
Secció censal;07008; ;;;
Agrupació censal;082055001;Sant Cugat del Vallès 1 (Nucli Antic);10;40;
Municipi;082055;Sant Cugat del Vallès;;;
Secció censal;01001; ;;;
Secció censal;01002; ;;;
Secció censal;01003; ;;;
Secció censal;01021; ;;;
Secció censal;02002; ;;;
Secció censal;02005; ;;;
Agrupació censal;082055002;Sant Cugat del Vallès 2 (Torreblanca - Torrenegra - Sol i Aire - Sant Medir);10;40;
Municipi;082055;Sant Cugat del Vallès;;;
Secció censal;01009; ;;;
Secció censal;01012; ;;;
Secció censal;01013; ;;;
Secció censal;01019; ;;;
Agrupació censal;082055003;Sant Cugat del Vallès 3 (Vila del Prat - Eixample Sud - Can Trabal);10;40;
Municipi;082055;Sant Cugat del Vallès;;;
Secció censal;02003; ;;;
Secció censal;02004; ;;;
Secció censal;02006; ;;;
Secció censal;02007; ;;;
Agrupació censal;082055004;Sant Cugat del Vallès 4 (la Floresta - les Planes - Collserola - Can Burrull - Can Cortès);10;40;
Municipi;082055;Sant Cugat del Vallès;;;
Secció censal;04001; ;;;
Secció censal;04002; ;;;
Secció censal;04003; ;;;
Secció censal;06001; ;;;
Agrupació censal;082055005;Sant Cugat del Vallès 5 (Valldoreix - Colònia Montserrat - Can Galopa);10;40;
Municipi;082055;Sant Cugat del Vallès;;;
Secció censal;02011; ;;;
Secció censal;03001; ;;;
Secció censal;03002; ;;;
Secció censal;03003; ;;;
Secció censal;03004; ;;;
Agrupació censal;082055006;Sant Cugat del Vallès 6 (Mirasol - Mas Gener - Can Cabassa - Can Fontanals - les Casetes de Can Ravella);10;40;
Municipi;082055;Sant Cugat del Vallès;;;
Secció censal;05002; ;;;
Secció censal;05003; ;;;
Secció censal;05004; ;;;
Secció censal;05005; ;;;
Secció censal;05008; ;;;
Agrupació censal;082055007;Sant Cugat del Vallès 7 (Turó de Can Mates - Bell Indret - Colònia Oller - Can Gatxet);10;40;
Municipi;082055;Sant Cugat del Vallès;;;
Secció censal;05001; ;;;
Secció censal;05006; ;;;
Secció censal;05007; ;;;
Agrupació censal;082055008;Sant Cugat del Vallès 8 (Parc Central - el Colomer - Pla de la Pagesa - Can Majó);10;40;
Municipi;082055;Sant Cugat del Vallès;;;
Secció censal;02001; ;;;
Secció censal;02008; ;;;
Secció censal;02009; ;;;
Secció censal;02010; ;;;
Secció censal;02012; ;;;
Agrupació censal;082055009;Sant Cugat del Vallès 9 (Can Sant Joan - Sant Mamet - Vullpalleres - Can Barata - Sector Nord - Can Graells);10;40;
Municipi;082055;Sant Cugat del Vallès;;;
Secció censal;01005; ;;;
Secció censal;01017; ;;;
Secció censal;01018; ;;;
Secció censal;01024; ;;;
Agrupació censal;082055010;Sant Cugat del Vallès 10 (Roquetes - Coll Favà - Sant Domènec);10;40;
Municipi;082055;Sant Cugat del Vallès;;;
Secció censal;01004; ;;;
Secció censal;01014; ;;;
Secció censal;01015; ;;;
Secció censal;01016; ;;;
Secció censal;01020; ;;;
Secció censal;01023; ;;;
Agrupació censal;082055011;Sant Cugat del Vallès 11 (Sant Francesc - Can Magí el Coll);10;40;
Municipi;082055;Sant Cugat del Vallès;;;
Secció censal;01006; ;;;
Secció censal;01007; ;;;
Secció censal;01008; ;;;
Secció censal;01010; ;;;
Secció censal;01011; ;;;
Secció censal;01022; ;;;
Agrupació censal;082384001;Sant Quirze del Vallès 1 (Exterior i Urbanitzacions);10;40;
Municipi;082384;Sant Quirze del Vallès;;;
Secció censal;01002; ;;;
Secció censal;01003; ;;;
Secció censal;01004; ;;;
Secció censal;01006; ;;;
Secció censal;01007; ;;;
Secció censal;01008; ;;;
Secció censal;01009; ;;;
Secció censal;01012; ;;;
Agrupació censal;082384002;Sant Quirze del Vallès 2 (Nucli Urbà);10;40;
Municipi;082384;Sant Quirze del Vallès;;;
Secció censal;01001; ;;;
Secció censal;01005; ;;;
Secció censal;01010; ;;;
Secció censal;01011; ;;;
Agrupació censal;082520001;Barberà del Vallès 1 (Centre Nord - Can Llobet - Parc Central);10;40;
Municipi;082520;Barberà del Vallès;;;
Secció censal;01008; ;;;
Secció censal;01009; ;;;
Secció censal;01020; ;;;
Secció censal;01021; ;;;
Secció censal;01022; ;;;
Secció censal;01025; ;;;
Secció censal;01028; ;;;
Agrupació censal;082520002;Barberà del Vallès 2 (la Romànica - Can Rabella - Molí d'en Santo - Parc d'Europa);10;40;
Municipi;082520;Barberà del Vallès;;;
Secció censal;01004; ;;;
Secció censal;01005; ;;;
Secció censal;01027; ;;;
Secció censal;01029; ;;;
Agrupació censal;082520003;Barberà del Vallès 3 (Barri Antic - Polígons Ronda Santa Maria, Santiga i Salvatella);10;40;
Municipi;082520;Barberà del Vallès;;;
Secció censal;01001; ;;;
Secció censal;01002; ;;;
Secció censal;01003; ;;;
Secció censal;01024; ;;;
Agrupació censal;082520004;Barberà del Vallès 4 (Centre Sud - Can Serra);10;40;
Municipi;082520;Barberà del Vallès;;;
Secció censal;01006; ;;;
Secció censal;01018; ;;;
Secció censal;01019; ;;;
Secció censal;01026; ;;;
Agrupació censal;082520005;Barberà del Vallès 5 (Can Gorgs - Ca n'Esteper);10;40;
Municipi;082520;Barberà del Vallès;;;
Secció censal;01007; ;;;
Secció censal;01010; ;;;
Secció censal;01011; ;;;
Secció censal;01023; ;;;
Agrupació censal;082606001;Santa Perpètua de Mogoda 1 (Nucli Urbà);10;40;
Municipi;082606;Santa Perpètua de Mogoda;;;
Secció censal;01001; ;;;
Secció censal;01002; ;;;
Secció censal;01003; ;;;
Secció censal;01004; ;;;
Secció censal;01005; ;;;
Secció censal;01006; ;;;
Secció censal;01010; ;;;
Secció censal;01015; ;;;
Agrupació censal;082606002;Santa Perpètua de Mogoda 2 (Exterior i Urbanitzacions);10;40;
Municipi;082606;Santa Perpètua de Mogoda;;;
Secció censal;01007; ;;;
Secció censal;01008; ;;;
Secció censal;01009; ;;;
Secció censal;01011; ;;;
Secció censal;01012; ;;;
Secció censal;01013; ;;;
Secció censal;01014; ;;;
Secció censal;01016; ;;;
Agrupació censal;082665001;Cerdanyola del Vallès 1 (Centre - Sant Ramon - Parcers - Guiera);10;40;
Municipi;082665;Cerdanyola del Vallès;;;
Secció censal;01007; ;;;
Secció censal;01008; ;;;
Secció censal;01009; ;;;
Secció censal;01012; ;;;
Secció censal;01028; ;;;
Secció censal;01032; ;;;
Agrupació censal;082665002;Cerdanyola del Vallès 2 (les Fontetes);10;40;
Municipi;082665;Cerdanyola del Vallès;;;
Secció censal;01004; ;;;
Secció censal;01005; ;;;
Secció censal;01027; ;;;
Secció censal;01031; ;;;
Agrupació censal;082665003;Cerdanyola del Vallès 3 (Altamira - Turonet - Canaletes);10;40;
Municipi;082665;Cerdanyola del Vallès;;;
Secció censal;01006; ;;;
Secció censal;01035; ;;;
Secció censal;01036; ;;;
Agrupació censal;082665004;Cerdanyola del Vallès 4 (Santa Rosa - Gorgs - Montflorit);10;40;
Municipi;082665;Cerdanyola del Vallès;;;
Secció censal;01010; ;;;
Secció censal;01011; ;;;
Secció censal;01030; ;;;
Agrupació censal;082665005;Cerdanyola del Vallès 5 (Serraparera - Bellaterra);10;40;
Municipi;082665;Cerdanyola del Vallès;;;
Secció censal;01013; ;;;
Secció censal;01014; ;;;
Secció censal;01020; ;;;
Secció censal;01029; ;;;
Secció censal;01038; ;;;
Secció censal;01040; ;;;
Agrupació censal;082665006;Cerdanyola del Vallès 6 (la Clota - Cerdanyola 2000 - Banús);10;40;
Municipi;082665;Cerdanyola del Vallès;;;
Secció censal;01015; ;;;
Secció censal;01016; ;;;
Secció censal;01017; ;;;
Secció censal;01033; ;;;
Secció censal;01034; ;;;
Agrupació censal;082665007;Cerdanyola del Vallès 7 (Cordelles - Can Xarau);10;40;
Municipi;082665;Cerdanyola del Vallès;;;
Secció censal;01018; ;;;
Secció censal;01019; ;;;
Secció censal;01039; ;;;
Agrupació censal;082665008;Cerdanyola del Vallès 8 (la Sínia - Catalunya - Carretera de Barcelona);10;40;
Municipi;082665;Cerdanyola del Vallès;;;
Secció censal;01001; ;;;
Secció censal;01002; ;;;
Secció censal;01003; ;;;
Secció censal;01037; ;;;
Agrupació censal;082671000;Sentmenat;20;40;
Municipi;082671;Sentmenat;;;
Secció censal;01001; ;;;
Secció censal;01002; ;;;
Secció censal;01003; ;;;
Secció censal;01004; ;;;
Secció censal;01005; ;;;
Agrupació censal;082798001;Terrassa 1 (Cementiri Vell);10;40;
Municipi;082798;Terrassa;;;
Secció censal;01011; ;;;
Secció censal;01012; ;;;
Secció censal;01013; ;;;
Secció censal;01019; ;;;
Secció censal;01020; ;;;
Agrupació censal;082798002;Terrassa 2 (Centre - Plaça Vella);10;40;
Municipi;082798;Terrassa;;;
Secció censal;01001; ;;;
Secció censal;01002; ;;;
Secció censal;01007; ;;;
Secció censal;01008; ;;;
Secció censal;01009; ;;;
Secció censal;01010; ;;;
Secció censal;01025; ;;;
Agrupació censal;082798003;Terrassa 3 (Centre - Estació del Nord);10;40;
Municipi;082798;Terrassa;;;
Secció censal;01004; ;;;
Secció censal;01005; ;;;
Secció censal;01006; ;;;
Secció censal;01022; ;;;
Secció censal;01023; ;;;
Secció censal;01024; ;;;
Agrupació censal;082798004;Terrassa 4 (Vallparadís - Antic Poble de Sant Pere);10;40;
Municipi;082798;Terrassa;;;
Secció censal;01016; ;;;
Secció censal;01017; ;;;
Secció censal;01018; ;;;
Agrupació censal;082798005;Terrassa 5 (Plaça de Catalunya - Escola Industrial);10;40;
Municipi;082798;Terrassa;;;
Secció censal;01014; ;;;
Secció censal;01015; ;;;
